text,target
"忙抽身避开。
黄盖长驱直进，马匹向前猛力地一冲，战锏抡圆了，向着张季的腰上扫过去，这一下，张季来不及避闪，只好用钢刀硬架了一下。黄盖的战锏力量太大了，两般兵器猛烈地撞击在一起，张季手中的钢刀竟然直接被黄盖给打折了。张季手中的短刀才刚刚被折断，黄盖便一个翻身跃上了马背。
张季的手中只剩下一个刀柄，心下不由地有些慌乱，不敢与黄盖接战，催马后退了十数步。
黄盖一锏砸碎了张季的战刀，也是暗暗吃惊：“这小子好大的气力，黄盖的战锏重有六十斤，而张季所用的钢刀重有五十多斤，两人兵器猛力撞击，黄盖却能够占到上风，这就说明他的力量已经远胜黄盖了，若是再斗下去，黄盖非落败不可。”
张季眼见着黄盖跃上马背，正欲催马再战。却见着黄盖将手中的战锏抛在地面上，大笑道：“将军好厉害，黄盖不是将军的对手，甘拜下风，以后愿听将军调遣。”说罢，将马匹交给了张季，自己骑上了张季的战马。
张季眼见着黄盖将手中的战锏扔在了地面上，便策马追了过去，笑道：“黄将军何必言败，继续战！”
黄盖将手中长剑一横，阻止了张季：“将军，不必了！今日若是再打下去，黄盖必败，何必呢？将军能赢黄盖，定然是一名能征惯战的将军，黄盖今日落败，败在将军的手中，一点也不冤枉，况且，黄盖还要拜托将军一件事儿，将军若能办到，黄盖自当效犬马之劳。将军以为，如何？”
张季听罢，微微一怔，说道：“黄将军有话尽管说。”
黄盖道：“将军，若是黄盖败了，黄盖自当遵从将军之令。不过，将军若是想活擒黄盖，那么，黄盖的同僚，将军可一定要放了。”说罢，向张季拱了拱手。
张季听了，心中微微一怔：“放了黄盖的同僚？若是放了，黄盖必定会返回去，那么，前功尽弃。若不放，黄盖便不会归顺，这可怎么办呢？也罢，将计就计吧。”张季说道：“既然黄将军发话了，我自当放了黄将军的同僚。”说罢，挥了挥手。
张季的一名亲卫便带着十几个兵丁将黄盖的手下放了。
这些江东军虽然被放了，却是面带怒色，一个个怒目圆睁地望着张季，其中有一名兵丁大声地骂道：“尔等鼠辈，放虎归山，难道不怕黄将军率兵前来将你等尽数屠戮么？”
“哈哈哈……”张季听罢，纵声大笑起来，道：“将军既然已经归顺了我，难道还会吃里扒外么？我倒是希望将军能够早点返回江东军营，将我等大军到来的消息通知他们，否则，他们定然会吃大亏的。”说罢，张季向那名兵丁抛了一个媚眼儿。
那名兵丁见了，不由地有些怒火中烧，就要挥刀上前斩杀张季。
张季挥了挥手，阻止了兵丁。
黄盖见了，眉头微微一皱，急忙上前拉住了那名兵丁，道：“尔等不得无礼，黄将军已经归顺张将军了，将军手下之人便是张将军的手下之人，尔等不得冒犯。”
那名兵丁听了，不由地怒吼道：“尔等叛徒，竟然归顺了朝廷。”
张季听罢，哈哈一笑，说道：“尔等之言，可真是好笑，尔等口口声声骂我等是朝廷的人，尔等又何尝不是朝廷的人呢？尔等所效忠之人不也是朝廷封的么？哼……尔等口口声声骂我等是叛徒，尔等的所作所为才真是叛徒所为。我等朝廷之人，自然是受朝廷管辖，岂像尔等，动辄便造反，竟然欲推翻朝廷，岂非叛徒所为？”
黄盖听了，心中暗道：“此人言之有理，我等既然受朝廷封，自然也是朝廷之人，我等为",1
"天象，正是行动的好时候，安伽陀也是个骗子，李淳风说的极有道理，只是李淳风不让他去找安伽陀，莫非他也觉得安伽陀有问题？
想到这里，萧布衣心念一动，问道：“李大人可否知道，这些日观天象是否有什么异常之处？”
李淳风道：“星曜东移，日月西斜，万物恒常，哪里有什么异常？”
萧布衣哦了一声，知道李淳风不会将这个大骗子的把戏拆穿，于是道：“那李大人有没有觉得，近日有心神不安的感觉？”
李淳风微微皱眉道：“大人可是说，我最近睡眠不太安宁？”
萧布衣点点头，李淳风道：“这又是因为什么？”
萧布衣道：“因为最近有一股不吉利的气息，影响了大人的心境。”
李淳风眉头皱得更紧了，问道：“大人可是听到了什么谣言？”
萧布衣摇头道：“不是谣言，而是有心人的阴谋。”
李淳风不解道：“大人何出此言？”
萧布衣道：“最近，长安城中流传着一种谣言，说是我和李大人之间有了什么不和，李大人你对此怎么看？”
李淳风沉默了片刻，才道：“我当然不会相信这些谣言，我和大人之间从来都是互相尊重的。”
萧布衣笑道：“李大人果然是一个明事理的人，谣言不可信，但我相信，在不久的将来，我们会看到真相的。”
李淳风不解道：“大人说的是什么意思？”
萧布衣道：“不久之后，那些谣言的制造者，就会受到应有的惩罚，真相也会大白于天下。”
李淳风微微皱眉，心中暗暗疑惑，但还是点头道：“大人所说的话，自有道理，我一定相信。”
萧布衣微笑道：“李大人放心，我会找到那些谣言的制造者，让他们付出应有的代价。”
李淳风点点头，道：“大人既然这么说，我自然会相信，只是大人说的谣言到底是什么？”
萧布衣道：“李大人可能还不知道，最近长安城中流传着一种谣言，说我将会把长安城中的所有粮食都抢走，然后发给那些需要的人。”
李淳风吃惊道：“大人怎么会这么做？”
萧布衣道：“这就是谣言制造者的阴谋，他们想让我在长安城中失去民心，然后就可以挑拨我和其他大员之间的关系，最终达到他们不可告人的目的。”
李淳风点点头，道：“原来如此，大人说的这些话，我都明白了。”
萧布衣道：“李大人你放心，我不会让这些谣言得逞的，我会找到谣言的制造者，让他们付出应有的代价。”
李淳风点头道：“大人说的这些话，我都相信，不过大人还是要注意自己的安全，不要让谣言的制造者得逞了。”
萧布衣道：“李大人放心，我会注意的，我一定会找出那些谣言的制造者，让他们付出应有的代价。”
李淳风点了点头，道：“大人说的这些话，我都相信，不过大人还是要注意自己的安全，不要让谣言的制造者得逞了。”
萧布衣道：“李大人放心，我会注意的，我一定会找出那些谣言的制造者，让他们付出应有的代价。”
李淳风点点头，道：“大人说的这些话，我都相信，不过大人还是要注意自己的安全，不要让谣言的制造者得逞了。”
萧布衣道：“李大人放心，我会注意的，我一定会找出那些谣言的制造者，让他们付出应有的代价。”
李淳风点点头，道：“大人说的这些话，我都相信，不过大人还是要注意自己的安全，不要让谣言的制造者得逞了。”
萧布衣道：“李大人放心，我会注意的，我一定会找出那些谣言的制造者，让他们付出应有的代价。”
李淳风点点头，道：“大人说的这些话，我都相信，不过大人还是要注意自己的安全，不要让谣言的制造者得逞了。”
萧布衣道：“李大人放心，我会注意的，我一定会找出那些谣言的制造者，让他们付出应有的代价。”
李淳风点点头，道：“大人说的这些话，我都相信，不过大人还是要注意自己的安全，不要让谣言的制造者得逞了。”
萧布衣道：“李大人放心，我会注意的，我一定会找出那些谣言的制造者，让他们付出应有的代价。”
李淳风点点头，道：“大人说的这些话，我都相信，不过大人还是要注意自己的安全，不要让谣言的制造者得逞了。”
萧布衣道：“李大人放心，我会注意的，我一定会找出那些谣言的制造者，让他们付出应有的代价。”
",1
"秦观斟酒，秦观喝了一口，突然眉头紧锁，一脸痛苦的模样：“好酒是好酒，可惜味道淡了。”
旁边有人取笑道：“是不是觉得没有苏东坡酿的那么浓烈了？”
秦观脸一红，怒道：“当然不是，是酒里加的水多些了。”
“酒里加水，那不是掺假吗？”有好事者起哄道。
秦观又喝了两口，然后说：“没有错，酒里是有水，不过这水可不是一般的水，这是苏东坡的诗，是苏东坡的泪，是他对爱妻王弗最真挚的感情。”
“对了！”苏东坡的泪水一下子涌了出来：“我忘了说，我在《江城子》里所描述的就是王弗，那个十年生死两茫茫的王弗……”
苏东坡一边说，一边嚎啕大哭，哭得是肝肠寸断，酒楼里所有的人都惊呆了，谁也没想到苏东坡对王弗的感情居然这么深。有人偷偷的将苏东坡痛哭失声的场面画了下来，画的是一张苏东坡的半身像，他跪在地上，双手抱着妻子的画像，泪水横流，那幅画后来一直挂在酒楼里，成了这家酒楼最好的广告，从此，这家酒楼就改名叫“苏堤酒楼”了。
苏东坡的这首《江城子》一经传世，就为无数人所争诵，当时最出名的就是秦观，他对别人说，他一直羡慕苏东坡有那么真挚的感情，所以他决定终生不娶。
1084年，在苏东坡的建议下，秦观开始周游四方，以寻求仕进的路子，此时的秦观已经是37岁的人了，他的好友王巩为了让他有一个栖身之所，给他介绍了一位叫鲍当的人，这鲍当是位大孝子，和秦观有着同样的爱好，于是两人一见如故，成了莫逆之交。
为了表示对鲍当孝行的赞赏，秦观挥笔题词，鲍当将秦观的题词装裱起来，每天晨昏定省的时候，都要把字画拿出来看一看，没想到的是，这一看就把鲍当看成了大诗人，他后来成为“宋四家”之一，这完全是拜秦观所赐。
秦观和鲍当是“忘年之交”，此时鲍当已经60多岁了，有一天，他对秦观说：“你天天吟诗作赋，可想过自己的归宿？你有没有想过，如果我死了，你的诗歌就没有人来欣赏了？”秦观当时就笑了，鲍当又说：“如果真有那么一天，你会不会后悔？”
这句话倒是提醒了秦观，他认真地思考了一会儿，然后说：“不会后悔。”
“为什么？”鲍当问。
秦观指着窗外说：“这世界上，没有我秦观的诗歌，照样可以过日子，没有我秦观的诗歌，照样可以春暖花开，我可以无愧的对后人说，我曾经来过，我曾经走过，如果能够将我的诗歌流传万世，我当然高兴，如果不能流传下去，那也没有什么遗憾，我依然会无愧于天地。”
鲍当一听，心中大惊，他知道，秦观所说的其实是他的一番人生哲理，他想的不光是自己的诗歌，还有自己的生命、自己的人生，鲍当看着秦观，忽然觉得秦观是那么的伟大。",1
"，将他整个人托在半空之中。
六绝神芒阵的出现，对于在场克雷西帝国的神师们无疑是最为震慑的，他们知道，周维清的六绝神芒阵在攻防两方面都是极其强大的。
周维清冷声道：“克雷西帝国，在战场上，如果遇到了对手使用陷阱，你们会如何？”
马尔西姆愣了一下，道：“自然要全力攻击。能布置陷阱的对手，自身实力并不算太强。只要能用强攻击溃对手，陷阱自然不攻自破。毕竟，对方的陷阱数量不可能太多。所以，在战场上，如果遇到这种局面，我们绝不会退却，而是迎上。”
“好一个绝不会退却。那么，我倒要看看，你们如何破掉我的陷阱。我的陷阱可不是只有这么一个。”一边说着，周维清左手朝着身后的空中一指。
嗡的一声轻响，一道光门悄然出现在空中。周维清左脚后退一步，身形一闪，已经钻入光门之中。
这光门一出现，克雷西帝国大军顿时大乱，那光门之中散发着浓烈的空间波动，他们已经明白，周维清将他们直接带入到了另一个空间中。
马尔西姆脸色大变，怒喝道：“全力攻击，破掉空间传送。”
他的话，已经起到了迟滞作用，此时，周维清已经闪身从空间传送门中遁去。但是，他却并没有完全消失，在他身边还有一名相貌奇特的青年。",1
"没有她，他或许早就撑不住了，早就已经从这个世界消失。虽然他知道，有些事已经过去了，再怎么留恋都终究回不去了。
可是，为什么还会怀念呢？她给他的那种感觉，就好像是一份珍贵的礼物，虽然只是一段时间，却足以成为他永恒的记忆。他想起了她的微笑，她的声音，她的一举一动，那一切都那么的亲切，那么的令人怀念。于是，他不由自主地闭上了双眼，静静地享受着这份美好的回忆。女人，真是个好东西。",1
"热切的态度。
这让他心中很是纳闷儿，要知道在之前的接触中，萧寒还是很希望得他重用，好有机会报恩的。
“在想什么？”萧寒发现曹勋一直在盯着他，便好奇的问了一声。
“呵呵，没什么。”曹勋摆摆手，露出了一副笑容：“只是有些奇怪，萧医师，我突然发现……”
说到这，曹勋突然停下，看着萧寒笑道：“你比之前我见过的时候，更加的有魅力了。”
“什么意思？”萧寒听的很不爽，魅力和我是医师，有什么关系吗？",1
"章 李植上书
李植已经想明白了。王家大院的案子不能让县衙出面。他必须自己出手，动用自己的势力解决。而他现在手上唯一能用的武装力量，就是这些锦衣卫百户司的人。他不能让这些人去县衙，把案子交给县衙，而是要让这些人直接听他的命令。
至于这个案子之后牵扯出的“谋反案”，那就更不能让县衙插手。县衙人手不足，办案能力也有限，如果这个案子交给县衙去查，就算最后能查出来，也是一年之后的事情了。李植没有那么多时间，所以这个案子必须让这些锦衣卫百户司的人来查。
李植让石斌去安排，石斌领命离去。石斌作为百户，他本身也懂一点办案的程序，所以李植不需要吩咐太多，石斌就能把事情办好。
李植知道，石斌不会让他失望。他虽然看起来憨厚，但办起事来非常有效率。
看着石斌骑马远去，身后跟着十几名百户司的锦衣卫，李植心中不由生出一种安全感。
自从有了锦衣卫百户司，李植就发现生活方便了很多。在没有百户司之前，李植虽然有钱，但却没有自己的武装力量，只能依靠自己的钱来维持自身安全。这种情况下，如果碰上什么大劫，他将毫无应对之力，甚至可能身死人手。但自从有了这百户司，虽然只有二十几个人，但他们的武力值却比李植之前的武装力量高了不止一个档次。
李植现在出门，如果碰到什么小的劫难，带着自己的百户司，他一个人就能搞定。就算碰到大规模的战争，锦衣卫百户司的人虽然数量少，但质量却足够高，可以成为李植的核心力量。
锦衣卫虽然人数少，但却是李植最信任的武装力量。有这二十三名锦衣卫，李植觉得自己安全多了。
锦衣卫百户司在调查王家大院的案子，而李植却把注意力转移到了别的地方。就在李植带着锦衣卫百户司在石湾镇办案的时候，一名小校带着两名锦衣卫进入了南京城。
这些锦衣卫进入南京城，直接来到了皇城中锦衣卫千户所的驻地。这小校不是别人，却是锦衣卫南京分部的百户王明。
王明进入千户所的时候，南京锦衣卫千户所的千户正好出去了。所以王明并没有见到自己的上司。不过王明此次前来千户所，并不是要面见千户，而是要把李植给他的一封书信送到京城的锦衣卫北镇抚司手里。
书信中，李植并没有直接提到王家大院的事情。他只是向京城的北镇抚司告了李三奇一状，说了说李三奇打压他们百户司，暗地里卖私盐的事情。当然，李植也没有忘记在书信中添油加醋，把自己说得非常正义，把自己所办的事情说成是关系到大明安危，不容李三奇阻挠。",1
"摇头笑道：“公子，等你回去的时候给我送去，现在我想先弹一会琴！”
李庆安见她心急，便不再和她多聊，道：“那也好，你先好好练琴吧！”
李庆安出了琴房，便向杨玉环房间走去，他刚刚转过街角，却见一个人匆匆向他走来，正是刚才的宦官。
宦官脸上堆满笑容，道：“李将军，请借一步说话。”
李庆安心中有些奇怪，便和宦官走到一个安静处，宦官道：“是这样的，李将军，你不是在寻李白么？我有他的消息。”
李庆安大喜，道：“你知道他现在在哪？”
宦官笑道：“这个，我就不清楚了，不过我有他一个地址，就在长安城外。”
李庆安道：“长安城外，地址在哪？快告诉我！”
宦官道：“当然可以，不过我要些钱，这样我好回去给内子买点东西，大人不会吝啬吧！”
李庆安取出一锭黄金，道：“这够不够。”
宦官笑道：“够了够了，地址就在这。”
说罢，他递给李庆安一张纸，李庆安随手塞进衣袖里，道：“多谢了！”
李庆安心中高兴，道：“还是杨玉环帮了我的忙，回头我一定要好好谢她。”
这时，他忽然想到一件事，便叫住已经准备离开的宦官，道：“你刚才为什么把王贵妃关起来。”
宦官苦笑道：“李将军，我们也是没有办法，王贵妃她......”
宦官迟疑了一下，见李庆安脸色发白，他心慌了，道：“对不起，我什么也没说！”
李庆安一把揪住宦官，道：“别走，给我说明白，你不说实话，我杀了你！”
宦官一见李庆安发怒，他吓得哭道：“李将军，我说，我是被逼无奈，有人逼我这么干。”
“谁逼你？”
宦官道：“是杨贵妃，他让我把王贵妃关起来，不让我告诉别人。”
李庆安怒道：“杨贵妃，她太心狠了！”
说罢，李庆安放开宦官，便向杨玉环房间走去。
他刚刚走上台阶，便听到一阵歌声传来，李庆安心喜，笑道：“杨玉环果然是高手，我竟然没发现她在弹琴。”
李庆安悄悄走进门，只见杨玉环正坐在琴前，弹着一曲《明月几时有》。
李庆安见了，便坐在一旁，静静聆听起来。
杨玉环琴声婉转悠扬，让人心旷神怡，李庆安也不禁陶醉其中。
一曲弹完，杨玉环收起琴，对李庆安笑道：“怎么样？公子，还喜欢这首曲子吗？”
李庆安笑道：“好听极了，杨姑娘真不愧是琴中绝妙！”
杨玉环笑了笑，道：“李将军，你找我，是不是有事啊？”
李庆安道：“是啊，我刚刚收到消息，李白在长安城外，我现在就要去见他。”
杨玉环笑道：“李将军，你走吧！我还要练琴，就不陪你了。”
李庆安道：“杨姑娘，你是不是不舒服啊？我刚刚看到你脸色不太好。”
杨玉环道：“没有，我只是有点饿了，一会我要去找点东西吃。”
李庆安道：“这样吧！我给你带点吃的来，你在这里等我一会。”
杨玉环笑道：“不用了，我要去找些吃的。”
李庆安道：“好，那我就先走了，你多休息一会。”
李庆安走出房间，便向李林甫院子走去。
他刚刚走到院子门口，便听到李林甫院子里传来一阵吵闹声，李庆安心急，道：“怎么回事？”
这时，便见李林甫从里面走了出来，李庆安道：“林甫，发生什么事了？”
李林甫道：“没什么事，我们只是在说笑而已。”
李庆安道：“真的没发生什么事？”
李林甫道：“没，真的没发生什么事，我们只是在聊天而已。”
李庆安见李林甫支支吾吾，心中也猜到几分，便笑道：“林甫，你是不是又做错什么事了？”
李林甫道：“没有，没有，我只是在和王大人开玩笑而已。”
李庆安道：“林甫，你到底在干什么？”
李林甫道：“我没事，我只是在和王大人开玩笑而已。”
李庆",1
"条大路给他。
黑袍人径自走到狼群中间，他的脚底下有一只雪白的狐狸，狐狸身上有几处伤口，正在挣扎的想要逃离这里。
狐狸看到黑袍人靠近，挣扎的更加剧烈了，可是它身受重伤，根本就动弹不得。
“救我！”
狐狸发出了悲鸣声，可是黑袍人却只是冷冷一笑，根本就没有理会它。
黑袍人走到雪白狐狸身边，伸出一只手来抓住了它的喉咙。
“你想要我救你？”
黑袍人讥讽的笑道：“如果你能够让我看到希望，我就救你！”
狐狸惊恐的看着黑袍人，眼中充满了绝望。
突然，它的眼中闪过一丝狡黠的光芒。
“好，我答应你，只要你救了我，我就给你看一样东西。”
黑袍人的眼睛一亮，他低头看着雪白狐狸，眼中充满了贪婪。
“好，你告诉我，到底是什么东西？”
“是一块玉。”
“玉？”
黑袍人愣住了。
“是的，就是那种玉，你如果能够救了我，我就告诉你那块玉到底是什么。”
狐狸眼中充满了狡黠的光芒。
黑袍人犹豫了一下，他沉声道：“好，我救你，但是你必须把那块玉交给我。”
“可以。”
狐狸点了点头，它眼中闪过一丝狡黠的光芒。
黑袍人没有理会，他将手放到了狐狸的喉咙上，一股巨大的力量爆发出来。
轰！
一声巨响，雪白狐狸身上的力量全部爆发出来。
黑袍人的脸色大变，他的身体猛然一震，差点没有摔倒在地。
“你！”
黑袍人瞪着雪白狐狸，怒吼道：“你敢骗我？”
“哼，我骗你又怎样？”
雪白狐狸冷冷一笑，它的身体猛然一震，就将黑袍人的力量反弹了出去。
“你怎么可能……”
黑袍人眼中露出了惊恐之色。
“哼，你难道以为我是那么容易死的吗？”
雪白狐狸冷冷一笑：“你虽然杀了我，可是你却得不到你想要的东西。”
黑袍人的脸上露出了惊恐之色，他想要转身逃走，但是却已经迟了。
“轰隆！”
一声巨大的爆炸声响起，黑袍人的身体被炸成了碎片。
黑袍人死了。
雪白狐狸冷冷的看着黑袍人，它的眼中充满了杀意。
它的眼中闪过一丝狡黠的光芒。
“黑袍人，你想要杀死我，我就让你看看我是怎么杀死你的！”
雪白狐狸的眼中闪过一丝杀意。
“你……”
黑袍人眼中露出惊恐之色。
“轰隆隆……”
黑袍人的身体被炸成碎片。
黑袍人死了。
可是……
“咦？”
雪白狐狸愣了一下，它发现黑袍人竟然还没有死。
它的眼中闪过一丝惊讶之色。
“嗯？”
黑袍人微微抬起头来，他看着雪白狐狸，他的眼中闪过一丝杀意。
“轰隆！”
黑袍人的身体被炸成了碎片。
黑袍人死了。
可是……
雪白狐狸愣了一下，它发现黑袍人竟然还没有死。
它的眼中闪过一丝惊讶之色。
“咦？”
黑袍人微微抬起头来，他看着雪白狐狸，他的眼中闪过一丝杀意。
“轰隆！”
黑袍人的身体被炸成了碎片。
黑袍人死了。
可是……
雪白狐狸愣了一下，它发现黑袍人竟然还没有死。
它的眼中闪过一丝惊讶之色。
“咦？”
黑袍人微微抬起头来，他看着雪白狐狸，他的眼中闪过一丝杀意。
“轰隆！”
黑袍人的身体被炸成了碎片。
黑袍人死了。
可是……
雪白狐狸愣了一下，它发现黑袍人竟然还没有死。
它的眼中闪过一丝惊讶之色。
“咦？”
黑袍人微微抬起头来，他看着雪白狐狸，他的眼中闪过一丝杀意。
“轰隆！”
黑袍人的身体被炸成了碎片。
黑袍人死了。
可是……
雪白狐狸愣了一下，它发现黑袍人竟然还没有死。
它的眼中闪过一丝惊讶之色。
“咦？”
黑袍人微微抬起头来，他看着雪白狐狸，他的眼中闪过一丝杀意。
“轰隆！”
黑袍人的身体被炸成了碎片。
黑袍人死了。
可是……
雪白狐狸愣了一下，它发现黑袍人竟然还没有死。
它的眼中闪过一丝惊讶之色。
“咦？”
黑袍人微微抬起头来，他看着雪白狐狸，他的眼中闪过一丝杀意。
“轰隆！”
黑袍人的身体被炸成了碎片。
黑袍人死了。
可是……",1
"牙战队的武器弹药库。”士兵说。
“獠牙战队已经被撤销，那么它所有东西，自然就由我们接管。”尼奥说，他现在是总指挥，这里的一切都归他管辖。
几个士兵打开大门，然后一辆魔动力拖车开了过去，里面的武器都卸了下来，装到车厢里。
“长官，这是獠牙战队的战利品储备仓库。”几个士兵走过来，指着另外一座仓库。
战利品储备仓库里边，自然也是满满的，里面大多数都是从各个星球掠夺而来的各种稀有资源，尤其是最里面的保险柜里，满满的都是各种价值连城的稀世珍宝。有各种宝石，有各种珍贵的金属，还有价值不菲的古董文物，总之，里面的东西每一样都价值不菲。
“这些东西不能带走，这些东西全部都是从各个星球掠夺来的，如果带走了，肯定会引起各个星球的反弹，最后引起战争。这里的所有东西，都归还各个星球。”尼奥说。
几个士兵点点头，然后他们把保险柜里边的珍宝一件一件的登记，然后把它们全部带走。
尼奥把战利品储备仓库的所有东西都拿走了，包括保险柜里的珍宝，他现在是总指挥，这些掠夺来的战利品，他当然可以做主。至于这些东西，他将会把它们交到国家的手里，最后这些珍宝会由国家归还各个星球。
一个士兵走到尼奥的身边，向他报告：“长官，獠牙战队的物资，已经全部清理完毕。”
尼奥点点头：“好，你去找哈里斯将军，让他立即联系各个星球的代表，让他们把獠牙战队归还的战利品，全部清点好，然后送回来。”
“是。”士兵敬了个军礼，然后转身离开了。
“长官，獠牙战队的战利品，已经全部清点完毕，您看看吧。”一个士兵拿着记录着各个星球代表送回来的东西的清单，走到了尼奥的身边。
尼奥接过清单，然后看了一遍：“恩，非常好，通知哈里斯将军，把这些东西交还各个星球。”
“是。”士兵领命，然后他立即去通知哈里斯将军了。",1
"，而将属于唐艳。
五官王一睁开眼睛，就看见了一个如花似玉的妙龄女子正站在自己面前，脸上挂着一抹诡异的笑容，五官王大惊失色，大声质问道：“你到底是什么人？” 唐艳并没有回答五官王的质问，反而向他伸出了一只白嫩的手，脸上挂着一丝诡异的笑容，“我叫做唐艳，是一名修行者。我现在有一件事情需要你的帮助。”
五官王心中暗自嘀咕，这个人到底是什么来头，居然能够从冥界救出自己。他不敢怠慢，急忙问：“需要我做什么？”

你写的很水呀，帮我再写一段正文：唐艳手捧玉瓶，用冥神力震住瓶口，然后掏出一个软木塞子塞在瓶口，这才放下心来。五官王的命算是保下来了，但这条命将不再属于冥界，而将属于唐艳。 五官王的脸色变得异常难看，他愤怒地瞪着唐艳，大声说道：“你到底是什么人？怎么敢这样对我？”
唐艳看着五官王，脸上露出了一丝冷笑，“我是谁不重要，重要的是，你现在是我的俘虏了，你的命已经不属于你了，而是属于我了。”
五官王的怒火渐渐平息了下来，他看着唐艳，心中充满了疑惑和不安，“你要我做什么？我有什么价值？”
唐艳微微一笑，“你有你的价值，我会好好利用你的价值的。放心吧，只要你能为我效力，我会让你过得很好。”
五官王沉默了片刻，心中充满了矛盾和挣扎。他知道，如果他不愿意为唐艳效力，那么他的命就不再是他的了。但是他也不想就这样屈服，他还有自己的尊严和信仰。最终，他决定暂时听从唐艳的命令，但是他会暗中寻找机会，重新夺回自己的自由。",1
！,1
"“恩，是杀意，虽然很轻微，很朦胧，但是，他刚才确实是动了一点杀机的。”
安安的语气虽然很是平淡，可是却让郑浩天的脸上充满了惊讶之色。
他与这位前辈之间的实力相差的太远太远，对方若是真的动了杀机，他绝对不会察觉。而安安却能够感应的到，这已经是莫大的殊荣了。
伸手轻轻的搂住了安安，郑浩天笑道：“他不是坏人，应该是你的师公，我们回去看看吧。”
安安一怔，犹豫了一下才答应了。她的心思极为细腻，如果可能，她并不想与郑浩天分开，更不想在与郑浩天分开之后又遇见一个有可能是郑浩天情敌的女人。
然而，她也知道郑浩天想要得到什么。既然师公回来了，那么自然就要向他提出请求。
安安心中微叹，她并不知道自己的师父是如何看待自己的，她和郑浩天之间的关系，又是否得到了师父的认可。
带着忐忑不安的心情，他们一起回到了院子，而令他们惊讶的是，王老头和那三位青年果然还在。
那位老妪已经回到了院中，她正一脸担忧的看向王老头，道：“老公子，您怎么能为难年轻人呢，这……”
王老头轻叹了一声，道：“老婆子，那可是我们小一辈中的佼佼者，若是连这点考验也无法通过，我又怎么敢把他们带在身边。哼，不经历一点风险，又如何能够成就大事。”
“不过么，既然我们已经选定了她，那么以后的一切都是顺理成章的事情，又何必多此一举。”老妪皱起了眉头，对于老头子的想法总是有些不理解。
王老头微微一笑，道：“老婆子，我们在这里等着。”
“哦。”老妪答应了一声，心中却是暗自奇怪，莫非，这年轻人的实力，竟然还要强于那丫头不成。
郑浩天和安安来到了院门口，安安立即上前，朝着王老头拜了下去，道：“安安拜见师公。”
在见到了这个传说中的老人之后，她心中的那一份忐忑与不安瞬间散去，变得坚定起来。
王老头伸手一点，安安只觉得一股大力将自己扶了起来，他呵呵一笑，道：“不错，不错，老夫的徒媳妇竟然这般漂亮。”
安安听得脸红耳赤，偷眼瞄了郑浩天一眼，轻声道：“弟子是向师公请教的。”
王老头的目光陡然一凝，转头道：“老婆子，这个女孩子的资质真是不错，不愧是老夫的徒弟。”
老妪愣了一下，她上下打量着安安，突然道：“老公子，您说什么，这个姑娘的资质很好？”
王老头沉声道：“她体质特殊，若是能够将我那三道封印解开，那么日后定可成就神道。”
老妪面色大变，急道：“神道？老公子，她能够承受得了这三道封印么？”
王老头淡淡的道：“老婆子，莫非你忘了自己的身体是怎么恢复的？”
老妪微微一怔，脸上流露出了恍然之色，她道：“原来如此。”
王老头笑道：“若是你担心他们的安全，不如亲自出手，护持他们吧。”
老妪缓缓的点着头，她看了安安一眼，心中突然有些不舍。虽说这个女孩是自己徒弟的道侣，但若是她愿意的话，自己收她为徒也不是什么问题。只可惜，她的体质特殊，就连自己也无法再收这个弟子了。
安安的心中微微一紧，她道：“师公，我们何时可以进山历练？”
王老头笑呵呵的道：“老夫先送你们一程，若是顺利，你们就可以在山中历练一下，若是不顺利，那就回家吧。”
安安感激的道：“多谢师公。”
王老头笑道：“老夫可没有这么好心，若是你们没有实力，老夫是绝不会让你们前去送死的。”
安安的脸色微红，她道：“师公，弟子一定会全力以赴的。”
王老头点头道：“好，去吧。”
安安向郑浩天打了一个手势，两人转身，头也不回的离开了院子。
王老头目送他们离去，他的脸色缓缓变得凝重起来，他沉声道：“老婆子，你把老夫的嘱托带回去，让他们好好的休息，切勿鲁莽。”
老妪点头道：“老公子，我会把您的嘱托带回去的。”
王老头道：“好，我们走。”
老妪应了一声，与王老头一起离开了这个院子。",1
